end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccruedEmployeeBenefitsCurrent,AccruedProfessionalFeesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalStockIssuedOwnshareLendingArrangementIssuanceCosts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,BankOverdrafts,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedEquipment,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,CapitalizedComputerSoftwareGross,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashUninsuredAmount,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissuedValue,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfGoodsAndServicesSold,DeferredCompensationArrangementWithIndividualCompensationExpense,DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,DeferredIncomeTaxAssetsNet,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsValuationAllowance,DepositsAssetsCurrent,Depreciation,DepreciationAmortizationAndAccretionNet,DepreciationAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromOfficersOrStockholdersCurrent,DueFromRelatedParties,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectOfExchangeRateOnCash,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsNet,FixturesAndEquipmentGross,ForeignCurrencyTransactionGainLossBeforeTax,GainLossOnSaleOfOtherLoansAndLeases,GeneralAndAdministrativeExpense,GrossProfit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDeposits,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestPayableCurrentAndNoncurrent,InventoryNet,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,LoansPayableToBank,MarketingExpense,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashOrPartNoncashAcquisitionDebtAssumed1,NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,NoncashOrPartNoncashAcquisitionPayablesAssumed1,NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,NonoperatingIncomeExpense,NotesPayable,NotesPayableRelatedPartiesClassifiedCurrent,OccupancyCosts,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherNoncashIncomeExpense,OtherReceivablesNetCurrent,PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireOtherPropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireSoftware,PaymentsToDevelopSoftware,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromLoans,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentNet,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalariesWagesAndOfficersCompensation,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingPeriodIncreaseDecrease,SharePrice,SharesIssuedPricePerShare,StockGrantedDuringPeriodValueSharebasedCompensationGross,StockholdersEquity,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockRepurchasedAndRetiredDuringPeriodValue,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic
2016-11-30,2017-01-27,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,,,,,,,,,,,,,,,942.0,-303926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,-1285.0,,-630.0,,,,,,9000.0,,,,,,,,,,,,134637.0,,86784.0,,-86784.0,-75297.0,,,,,,,,,,572.0,,,,75869.0,-75869.0,,,,,,,,,,,,-75297.0,19500.0,,,,33735.0,,,,,,,,,,,,,,17500.0,180000.0,,,,31369.0,,,,50000.0,,,,,,,,,,,,,,,,,,,,,30464249.0,,
2017-02-28,2017-04-21,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,20131.0,,280000.0,,,,,4444684.0,,,,12363.0,6000.0,,942.0,-451903.0,,20131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.0,,,149485.0,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449616.0,12363.0,449616.0,,,,,,,,-379119.0,,,,,,,,,,47003.0,,,,426122.0,-426122.0,,,,,,,,,1196161.0,,,-379119.0,6739.0,6739.0,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,6000.0,,,,,,8147.0,,,6363.0,,,-5008675.0,,,179569.0,,,0.2,,,-437253.0,,,,,,,,,,36217046.0,,
2017-05-31,2017-07-17,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,20131.0,,,,,,,7555784.0,,,6000000.0,2407378.0,1661333.0,,,-766755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.0,,318.0,,1285.0,,,333169.0,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353300.0,2407378.0,353300.0,,,,,,,,-668669.0,,,,,,,,,,,,,,668669.0,-668669.0,,,,,,,,,1383163.0,,,-668669.0,14831.0,14831.0,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,3000.0,,,,,,53652.0,,,6045.0,,,-5677344.0,,,190701.0,,,,,,2054078.0,,,,,,,,,,75772480.0,,
2017-08-31,2017-12-07,10-K,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,71425.0,,,,7845.0,,75.0,7475931.0,17500.0,-20000.0,,1918724.0,1315406.0,585368.0,,-2163003.0,,,,,,,15406.0,15406.0,15405.0,,15406.0,,,,,,,,,-1789092.0,,,,,,473511.0,,473511.0,,1610.0,,1610.0,,1285.0,,,514081.0,,-0.02,,,,,75.0,,,,,,,92035.0,,,,,,25358.0,,-630.0,,,,,,,9663.0,9663.0,,10350.0,,2833.0,585506.0,1918724.0,585506.0,,,,,465000.0,-5932.0,-443737.0,-1789167.0,,135865.0,,13628.0,92035.0,54853.0,24651.0,105663.0,160516.0,37912.0,,,13953.0,1827079.0,-1827079.0,,,,,,,,13953.0,1444000.0,75.0,75.0,,50723.0,,,,33735.0,,,5932.0,,,,0.001,5000000.0,0.0,0.0,,,,17500.0,180000.0,,378216.0,,98677.0,,,17950.0,50000.0,,-6343426.0,,,463782.0,1173334.0,,,,,1333218.0,,54853.0,,1480000.0,200000.0,,1680000.0,-33735.0,,76849922.0,,
2017-11-30,2018-01-16,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,125004.0,,,,,,-710.0,7811721.0,,,,1363804.0,948006.0,400008.0,,,,,,,,,,47600.0,,,63006.0,,,,,,,,,-1235125.0,,,,,,608200.0,,608200.0,,2119.0,,2119.0,,1285.0,,,804835.0,,-0.01,,,,,-47.0,,,,,,,,,,,,,53632.0,,,,5000.0,,,,5000.0,10826.0,10826.0,,21188.0,,2830.0,929839.0,1363804.0,929839.0,,,,,279540.0,,-231893.0,-1234340.0,,,,,,,,,,-10816.0,,,16621.0,1223524.0,-1223524.0,93366.0,38700.0,,18680.0,35986.0,,,16621.0,1737713.0,,-785.0,-1235125.0,64449.0,,,5000.0,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,279540.0,,343872.0,,,15790.0,,,-7577766.0,,,263963.0,532500.0,,,,,433965.0,,,,,,,,,,110214181.0,,
2018-02-28,2018-04-16,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,90258.0,,,,,,-7424.0,7811721.0,,,,1091926.0,854622.0,219168.0,,,,,,,,,59523.0,,,,59523.0,,,,,,,,,-679875.0,,,,292022.0,,438033.0,730055.0,438033.0,26946.0,2205.0,,2205.0,,1285.0,,,1247578.0,,-0.01,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,18019.0,18019.0,,39456.0,28153.0,,1337836.0,1091926.0,1337836.0,,,,,,,,-673161.0,,,,,,,,,,-18087.0,,,23069.0,655074.0,-655074.0,87435.0,40428.0,,13664.0,33343.0,,,23069.0,2085872.0,,-6714.0,-679875.0,7045.0,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,49000.0,,,18136.0,,71779.0,-8250927.0,,,196093.0,,,,,,-245910.0,,,,,,,,,,110199046.0,,
2018-05-31,2018-07-16,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,113883.0,,,,,,-1009.0,7811721.0,,,,893818.0,762294.0,110795.0,,,,,,,,20992.0,,,55245.0,,55245.0,,,,,,,,,-592697.0,,,,,,495505.0,,495505.0,3691.0,,,6697.0,,1285.0,,,1618542.0,,-0.01,,,,,,22988.0,4733.0,14110.0,22988.0,22988.0,22988.0,110795.0,,-157.0,,,,,,,,,,,,,24024.0,24024.0,,63201.0,25025.0,,1732425.0,893818.0,1732425.0,,,,,,,,-599112.0,,,,,,,,,,-24181.0,,,,574931.0,-574931.0,76368.0,39924.0,,1928.0,24535.0,,9981.0,25359.0,2500000.0,,6415.0,-592697.0,28898.0,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,61280.0,,,20729.0,,86717.0,-8850039.0,,,180980.0,,,,,,-838607.0,,,,,,,,,,110199046.0,,
2018-08-31,2018-12-07,10-K,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,151405.0,,,,,,25051.0,7841571.0,,,,694704.0,558308.0,127037.0,,,,,,,,37294.0,23434.0,8028.0,23434.0,,23434.0,23270.0,,,,,,,,-3079390.0,,,,,,587617.0,,587617.0,18093.0,,,22022.0,,1285.0,,,1923599.0,,-0.03,,,0.21,,-473.0,27946.0,,15253.0,27946.0,27946.0,27946.0,127037.0,,,,,,80802.0,,,,18973.0,,,24589.0,,82672.0,82672.0,,91696.0,23448.0,2816.0,2075004.0,694704.0,2075004.0,,,,,1358900.0,-53851.0,-1296548.0,-3104366.0,,,,,,,,,,-82893.0,,,,3021473.0,-3021473.0,62218.0,37416.0,,1807.0,22995.0,,,86604.0,2883000.0,24976.0,24976.0,,218589.0,,,,,53526.0,,325.0,41682.0,,,0.001,5000000.0,0.0,0.0,,,,,,,1358900.0,,467575.0,,,9359.0,,153870.0,-9447792.0,,,834430.0,1233333.0,,,,,-1380300.0,,,,30000.0,,335872.0,,,,110192717.0,,
2018-11-30,2019-01-16,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,160032.0,,,,,,27169.0,7841571.0,,,,671113.0,546390.0,117553.0,,,,,,,,,,165889.0,,,189323.0,182969.0,,,,,,,,-474340.0,,,,,,666540.0,,666540.0,25651.0,,,9644.0,,,,,2365721.0,,0.0,,,0.21,,-736.0,27510.0,,7513.0,27510.0,27510.0,27510.0,117553.0,,,,,,8488.0,,,,7884.0,,,,,34781.0,34781.0,14.0,126250.0,23083.0,2825.0,2525753.0,671113.0,2525753.0,,,,,413054.0,,-246429.0,-476458.0,,,,,,,,,,-34980.0,,,,553923.0,-441478.0,52026.0,34246.0,,,17780.0,,,32653.0,3174000.0,,2118.0,,84454.0,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,413054.0,,68620.0,,,7170.0,,,-9924250.0,,112445.0,173552.0,185000.0,,,,,-1854640.0,,,,,,,,,,110349046.0,,
2019-02-28,2019-04-12,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,177422.0,,,,,,9727.0,7841571.0,,,,382100.0,262528.0,114355.0,,,,,,,,,84014.0,,,,,84014.0,,,,,,,,-764360.0,,,,,,755910.0,,755910.0,31196.0,,,9138.0,,,,,2823678.0,,-0.01,,,,,,31190.0,,3870.0,24870.0,26851.0,27574.0,114355.0,,17.0,,,,,,,,,,,,,42168.0,42168.0,69.0,169743.0,23985.0,,3001100.0,382100.0,3001100.0,,,,,,,,-746918.0,,,,,,,,,,-42082.0,,,,704836.0,-704836.0,44499.0,31563.0,,,12936.0,,,34420.0,3737000.0,,-17442.0,,61906.0,,,,,,,,,,,,,,,,,,,,,,,40000.0,,,5217.0,,123247.0,-10671168.0,,,251125.0,,,,,,-2619000.0,,,,,,,,,,110349046.0,,
2019-05-31,2019-07-12,10-Q,UBI BLOCKCHAIN INTERNET LTD-DE,UBIA,CIK0001500242,USD,222278.0,,,,,,35250.0,7841571.0,,,,209345.0,103471.0,103088.0,,,,,,,,,60328.0,,60328.0,,,45388.0,,,,,,,,-794658.0,,,,,,907919.0,,907919.0,19938.0,,,10061.0,,,,,3400725.0,,-0.01,,,,,,29824.0,,4650.0,18595.0,24043.0,25976.0,103088.0,,-11.0,,,,,,,,,,,,,51173.0,51173.0,37.0,219091.0,23205.0,,3623003.0,209345.0,3623003.0,,,,,,,,-820181.0,,,,,,,,,,-51147.0,,,,769034.0,-769034.0,31832.0,,5188.0,,,26644.0,,29752.0,4433000.0,,25523.0,,162716.0,,,,,,,,,,,,,,,,,,,,,,,95230.0,,,2786.0,,97695.0,-11491349.0,,,250247.0,,,,,,-3413658.0,,,,,,,,,,110349046.0,,
