end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AllocatedShareBasedCompensationExpenseNetOfTax,AllowanceForDoubtfulAccountsReceivable,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNet,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleSecuritiesGrossRealizedGainLossNet,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,BusinessCombinationContingentConsiderationLiabilityCurrent,BusinessCombinationContingentConsiderationLiabilityNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsAndShortTermInvestments,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockDividendsShares,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConstructionInProgressGross,ContractWithCustomerLiabilityRevenueRecognized,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,CostOfGoodsSold,CostsAndExpenses,CumulativeEffectOnRetainedEarningsNetOfTax1,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPaymentPrincipal,DebtSecuritiesAvailableForSaleRealizedGainLoss,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredRevenueRevenueRecognized1,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsDerivativeInstruments,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsStateTaxes,DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDerivatives,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DefinedContributionPlanCostRecognized,DefinedContributionPlanMaximumAnnualContributionPerEmployeeAmount,DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeLossOnDerivative,DividendsPayableCurrent,DividendsPreferredStockCash,DividendsPreferredStockStock,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,FinanceLeaseLiabilityCurrent,FinanceLeaseLiabilityNoncurrent,FinanceLeaseRightOfUseAsset,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDispositionOfIntangibleAssets,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairmentLoss,GrantsReceivable,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExaminationInterestExpense,IncomeTaxExaminationPenaltiesExpense,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherReconcilingItems,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInReceivables,IncreaseDecreaseInRestrictedCashAndInvestmentsForOperatingActivities,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestAndDebtExpense,InterestExpense,InterestExpenseOther,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryNet,InvestmentIncomeNonoperating,IssuanceOfStockAndWarrantsForServicesOrClaims,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LicenseCosts,LicensesRevenue,LoansPayableCurrent,LongTermLoansPayable,LossContingencyNumberOfDefendants,MarketableSecuritiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnDilutedEarningsPerShare,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnOperatingResults,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,NonoperatingIncomeExpense,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesIncomeStatementLeaseRevenue,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAssets,OtherAssetsNoncurrent,OtherCommitment,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherCostAndExpenseOperating,OtherNoncashIncome,OtherNoncashIncomeExpense,OtherNonoperatingIncome,PaymentsForRent,PaymentsForRoyalties,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireShortTermInvestments,PreferredStockDividendsIncomeStatementImpact,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,ProceedsFromNotesPayable,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromShortTermDebt,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProgramRightsObligationsCurrent,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReceivablesNetCurrent,RepaymentsOfNotesPayable,RepaymentsOfShortTermDebt,ResearchAndDevelopmentExpense,RestrictedCashAndCashEquivalents,RestrictedCashAndInvestmentsCurrent,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,RevenueFromGrants,RevenueRemainingPerformanceObligation,Revenues,RoyaltyRevenue,SalesRevenueGoodsNet,SalesRevenueNet,SecuredDebtCurrent,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharePrice,SharesIssuedPricePerShare,SharesOutstanding,ShortTermBorrowings,ShortTermInvestments,ShortTermLeaseCost,StockholdersEquity,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockIssuedDuringPeriodValueStockOptionsExercised,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxCreditCarryforwardAmount,TreasuryStockShares,TreasuryStockValue,UnrealizedGainLossOnDerivatives,VariableLeaseCost,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2012-09-30,2012-11-14,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,2347000.0,,857000.0,,,240597000.0,,,,85000.0,,,11000.0,38667278.0,1234000.0,851000.0,,,,,,,,,106000.0,,,,,,,,,,,,0.01,130000000.0,24182153.0,,242000.0,,,,,,79000.0,1827000.0,,,,,,248000.0,2768000.0,,,,,,,,,,,,,,,,,,,,,,,,18000.0,-13900000.0,64000.0,13900000.0,2765000.0,,,,,-0.63,-0.63,-0.63,,,,,,,,104000.0,,11000.0,44000.0,44000.0,44000.0,44000.0,,291000.0,,,1422000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,186000.0,,,,,19000.0,,236000.0,111000.0,,,,,,,,,,,47522000.0,1234000.0,,8986000.0,,62000.0,,,,,,,,,,,-14867000.0,-15311000.0,-15311000.0,,,,,-13911000.0,,,-956000.0,,,,,,,,,,,,,,,,,,,46000.0,,,,,,,,,,,,,,,,444000.0,0.01,2000000.0,2938.3617,0.0,28000.0,,,,,,,,,,,,,,,,,46000.0,481000.0,,,308000.0,0.0,,-287123000.0,,,0.0,,,28000.0,781000.0,871000.0,2750000.0,1422000.0,,,,,,0.0,,,,,,,,,,,-46288000.0,,,,,,,,,,,,,,,,163.0,4000.0,64000.0,,24173705.0,24173705.0,24173705.0
2012-12-31,2013-03-20,10-K,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,2039000.0,,857000.0,891000.0,,250653000.0,,,,390000.0,390000.0,0.0,362000.0,116704461.0,1730000.0,1681000.0,,,,,,,,,396000.0,-2064000.0,,,,,0.0,,,3895047.0,35733943.0,,0.01,200000000.0,24732312.0,,247000.0,,,,,,267000.0,8720000.0,,,,,,247000.0,2706000.0,,899000.0,4007000.0,517000.0,77163000.0,,0.0,64147000.0,230000.0,57000.0,3072000.0,2450000.0,1531000.0,,77163000.0,,,0.0,17000.0,,,29000.0,57000.0,419000.0,-4770000.0,1236000.0,4770000.0,3486000.0,1999000.0,22000.0,,,-0.52,-0.52,-0.52,,558000.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,-10532000.0,,,0.0,,-3581000.0,787000.0,,0.0,,567000.0,-596000.0,,-98000.0,43000.0,-17000.0,,212000.0,507000.0,-330000.0,0.0,608000.0,,,388000.0,,0.0,,194000.0,242000.0,77000.0,,,,,,,,,,18806000.0,1730000.0,,6629000.0,,1446000.0,,,,,1904000.0,,-13000.0,,-3955000.0,,-10532000.0,-12531000.0,-12531000.0,,,,,-6216000.0,,,-4316000.0,,,,,,,20000.0,,,,,,,,,288000.0,,188666000.0,42000.0,,,,,,,,,241000.0,,,,,13000.0,,1999000.0,,,,,251000.0,,,4654000.0,,,,,,,,,,0.0,,,898000.0,7000.0,840000.0,2750000.0,,2010000.0,0.0,,-267972000.0,,,0.0,,,93000.0,2865000.0,4404000.0,0.0,6024000.0,390000.0,,,,,,,,,,,,,,,,-17076000.0,,,,,,,,,,,,,,,,163.0,4000.0,1236000.0,,24178768.0,24178768.0,24178768.0
2013-03-31,2013-05-15,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,2385000.0,,857000.0,,,250768000.0,,,,77000.0,,,,114815081.0,1721000.0,1673000.0,,,,,,,,,50000.0,-346000.0,,,,,,,,,,,0.01,100000000.0,24833855.0,,248000.0,,,,,,65000.0,1727000.0,,,,,,247000.0,2644000.0,,,,,,,,,,,,,,,,,,,,,,,,1000.0,4780000.0,,,4256000.0,727000.0,0.0,,,0.14,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346000.0,-62000.0,,0.0,-44000.0,0.0,,-9000.0,391000.0,,355265.0,43000.0,,,0.0,,,,150000.0,94000.0,10000.0,,,,,,,,,,15327000.0,1721000.0,,7745000.0,,62000.0,,,,,,,0.0,,-346000.0,,4081000.0,3354000.0,3354000.0,,,,,4584000.0,,,-503000.0,,,,,,,,,,,,,,,,,,,42000.0,,,,,,,,,,,,,,0.0,,727000.0,,,,,242000.0,,,,,,,,,,,,,,,,,6000.0,1231000.0,,,323000.0,,,-264618000.0,,,,,,0.0,1162000.0,1224000.0,,1338000.0,77000.0,,,,,0.0,,,,,,,,,,,-13606000.0,,,,,,,,,,29000.0,,,,,,163.0,4000.0,-247000.0,,25156201.0,,24800936.0
2013-06-30,2013-08-14,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,1305000.0,,857000.0,,,251149000.0,,,,251000.0,,,,115918461.0,2397000.0,2349000.0,,,,,,,,,1798000.0,,,,,,,,,,,,0.01,200000000.0,25331943.0,,253000.0,,,,,,53000.0,2388000.0,,,,,,577000.0,5530000.0,,,,,,,,,,,,,,,,,,,,,,,,1000.0,3270000.0,,,5032000.0,,,,,0.03,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357516.0,43000.0,,,,,,,0.0,75000.0,,,,,,,,,,,14750000.0,2397000.0,,7771000.0,,84000.0,,,,,,,,,,,1600000.0,867000.0,867000.0,,,,,3521000.0,,,-1921000.0,,,,,,,,,,,,,,,,,,,42000.0,,,,,,,,,,,,,,,,733000.0,,,,,292000.0,,,,,,,,,,,,,,,,,6000.0,259000.0,,,197000.0,,,-263751000.0,,,,,,3000.0,380000.0,467000.0,,2137000.0,,,,,,,,,,,,,,,,,-12353000.0,,,,,,,,,,123000.0,,,,,,163.0,4000.0,219000.0,,25469229.0,,25111713.0
2013-09-30,2013-11-14,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,706000.0,,857000.0,,,251235000.0,,,,26000.0,,,,2328420.0,1092000.0,1044000.0,,,,,,,,,899000.0,,,,,,,,,,,,0.01,200000000.0,25510443.0,,255000.0,,,,,,7000.0,885000.0,,,,,,577000.0,5386000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,421000.0,,,5870000.0,,,,,-1.77,,-1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96000.0,,,,,,,0.0,46000.0,,,,,,,,,,,14256000.0,1047000.0,,8010000.0,,144000.0,,,,,,,,,,,-157000.0,-899000.0,-899000.0,,,,,539000.0,,,-696000.0,,,,,,,,,,,,,,,,,,,42000.0,,,,,,,,,,,,,,,,742000.0,,,,,89000.0,,,,,,,,,,,,,,,,,6000.0,56000.0,,,236000.0,,,-264650000.0,,,,,,45000.0,0.0,189000.0,,642000.0,,,,,,,,,,,,,,,,,-13164000.0,,,,,,,,,,45000.0,,,,,,163.0,4000.0,168000.0,,508655.0,,508655.0
2013-12-31,2014-03-26,10-K,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,863000.0,,857000.0,8000.0,,251640000.0,,,439000.0,439000.0,439000.0,0.0,0.0,2217310.0,613000.0,575000.0,,,,,,,,,424000.0,28000.0,,,,,0.0,,,3895047.0,31879063.0,,0.01,200000000.0,514589.0,,6000.0,,,,,,125000.0,5846000.0,,,,,,578000.0,5241000.0,,1072000.0,-92000.0,418000.0,70857000.0,,0.0,63087000.0,231000.0,0.0,3053000.0,2362000.0,473000.0,,70857000.0,,,0.0,17500.0,,17500.0,,3000.0,3000.0,8010000.0,271000.0,,6663000.0,2898000.0,0.0,,,3.07,,3.04,,53000.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,1513000.0,-1737000.0,,,,-1176000.0,2866000.0,,0.0,-194000.0,-10000.0,,-174000.0,-766000.0,0.0,4610.0,279000.0,,,0.0,,,,0.0,251000.0,111000.0,,,,,,,,,,15392000.0,613000.0,,8961000.0,,435000.0,,,,,29000.0,29000.0,-2000.0,-2000.0,1000.0,1000.0,4449000.0,1551000.0,1551000.0,,,,,8253000.0,,,-3804000.0,,,,,,,10000.0,,,,,,,,,270000.0,,188444000.0,32000.0,,,,,,,,,251000.0,,,,,2000.0,,2898000.0,,,,,77000.0,,0.0,0.0,,,,,,,,,0.0,29000.0,,,14000.0,6000.0,74000.0,0.0,,884000.0,,,-266421000.0,,,,,,78000.0,1529000.0,2042000.0,,4834000.0,439000.0,,,,,,,,,,,,,0.0,,,-14779000.0,,,,,0.0,111000.0,,,,167000.0,,29000.0,,,,3.0,4000.0,271000.0,,509473.0,,504863.0
2014-03-31,2014-05-12,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,1075000.0,,857000.0,,,251525000.0,,,,795000.0,,,0.0,121084160.0,478000.0,440000.0,,,,,,,,,299000.0,-125000.0,,,,,,,,,,,0.01,200000000.0,25954443.0,,260000.0,,,,,,0.0,1536000.0,,,,,,602000.0,5320000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,583000.0,,,7510000.0,725000.0,,,,-0.03,-3.06,-0.03,,,,,,,,,,,,,,,,,,,1392000.0,,,,,,,,,,,,,,,212000.0,103000.0,,,0.0,0.0,,5000.0,-15000.0,,0.0,122000.0,,,0.0,,,,,8000.0,75000.0,,,,,,,,,,15971000.0,478000.0,,10044000.0,,146000.0,,,,,,0.0,,0.0,-125000.0,-125000.0,-859000.0,-1584000.0,-853000.0,,,,,469000.0,,,-1328000.0,,,,,,,,,,,,,,,,,,,32000.0,,,,,,,,,,,,,,0.0,,725000.0,,,,,82000.0,,,,,,,,,,,,,,,,,6000.0,59000.0,,0.0,144000.0,,,-267274000.0,,,,,,62000.0,0.0,208000.0,,733000.0,795000.0,,,,,,,,,,,,,,,,-15493000.0,,,,,,,,,,0.0,,,,,,163.0,4000.0,0.0,,25876943.0,517539.0,25876943.0
2014-06-30,2014-08-14,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,1340000.0,,857000.0,,,252575000.0,,,,192000.0,,,0.0,118694504.0,240000.0,203000.0,,,,,,,,,55000.0,,,,,,,,,,,,0.01,200000000.0,26449443.0,,265000.0,,,,,,0.0,950000.0,,,,,,602000.0,5170000.0,,,,,,,,,,,,,,,,,,,,,,,,1000.0,-11693000.0,,,8373000.0,,,,,-0.51,-25.26,-0.51,,,,,,,,,,,,,,,,,,,868000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,137000.0,,,,,,,,26000.0,,,,,,,,,,,28642000.0,240000.0,,11172000.0,,150000.0,,,,,,,,,,,-12507000.0,-13233000.0,-13233000.0,,,,,-11804000.0,,,-703000.0,,,,,,,,,,,,,,,,,,,32000.0,,,,,,,,,,,,,,,,726000.0,,,,,90000.0,,,,,,,,,,,,,,,,,5000.0,58000.0,,,81000.0,,,-281238000.0,,,,,,97000.0,0.0,247000.0,,868000.0,,,,,,,,,,,,,,,,,-28402000.0,,,,,,,,,,132000.0,,,,,,163.0,4000.0,0.0,,26191311.0,523826.0,26191311.0
2014-09-30,2014-11-14,10-Q,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,1630000.0,,857000.0,,,253090000.0,,,,172000.0,,,0.0,2528938.0,280000.0,244000.0,,,,,,,,,165000.0,,,,,,,,,,,,0.01,200000000.0,534589.0,,6000.0,,,,,,0.0,869000.0,,,,,,602000.0,5019000.0,,,,,,,,,,,,,,,,,,,,,,,,1000.0,-700000.0,,,9277000.0,,,,,-4.15,-4.15,-4.15,,,,,,,,,,,,,,,,,,,795000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,147000.0,,,,,,,,11000.0,,,,,,,,,,,30635000.0,280000.0,,12616000.0,,152000.0,,,,,,,,,,,-1469000.0,-2209000.0,-2209000.0,,,,,-836000.0,,,-633000.0,,,,,,,,,,,,,,,,,,,32000.0,,,,,,,,,,,,,,,,740000.0,,,,,76000.0,,,,,,,,,,,,,,,,,4000.0,3000.0,,,73000.0,,,-283447000.0,,,,,,84000.0,0.0,236000.0,,795000.0,,,,,,,,,,,,,,250000.0,,,-30355000.0,,,,,,,,,,84000.0,,,,,,163.0,4000.0,0.0,,532258.0,532258.0,532258.0
2014-12-31,2015-03-31,10-K,ABEONA THERAPEUTICS INC.,ABEO,CIK0000318306,USD,1896000.0,,0.0,10000.0,,300690000.0,300690000.0,,1305000.0,1305000.0,1305000.0,0.0,9000.0,4374890.0,16582000.0,11555000.0,,,,,0.0,,,0.0,11520000.0,11096000.0,,,,,0.0,,,77091.0,4164756.0,,0.01,200000000.0,19960801.0,,200000.0,,,,,,0.0,4056000.0,,,,,,602000.0,4868000.0,,92000.0,-92000.0,464000.0,74300000.0,,0.0,68263000.0,231000.0,0.0,2061000.0,2486000.0,542000.0,253000.0,74300000.0,92000.0,0.0,0.0,,,17500.0,,2000.0,11000.0,-23110000.0,,,0.0,2875000.0,,,,-15.26,-15.26,-15.26,,,0.0,,,,9000.0,2666000.0,465000.0,,465000.0,465000.0,465000.0,465000.0,5000000.0,4991000.0,,,3712000.0,0.0,,,,,,,0.0,,-9105000.0,7851000.0,7851000.0,,,33000.0,-349000.0,,,0.0,0.0,,-77000.0,-39000.0,,0.0,582000.0,,,7000.0,,,,,45000.0,349000.0,,,,,,,,,,11766000.0,16582000.0,,2898000.0,1000000.0,598000.0,,,,,,12707000.0,,0.0,,-1611000.0,-26778000.0,-29653000.0,-29653000.0,,,,,-23647000.0,,,-3131000.0,,,,,,,,6000.0,,,,,,,,178000.0,,200744000.0,32000.0,,,,,,,,,45000.0,,,,,0.0,,2875000.0,,,,,0.0,,0.0,,,,,,,,,0.0,400000.0,0.0,0.0,,14000.0,4000.0,35000.0,,,333000.0,,,-296074000.0,,,,,,327000.0,0.0,925000.0,,3712000.0,1305000.0,,,,,,,,,,4.0,4.0,,400000.0,,,4816000.0,1096151.0,,,,0.0,349000.0,12307000.0,,,,,,,,,0.0,0.0,0.0,,1942905.0,1942905.0,1942905.0
